BASE	EXPONENT	MODULUS	SELF(ms)	GMP(ms)	DIFFERENCE
19531458302167837633454007296790684813693644825941753005786985178542204994231342588759435683707580788955735299585238472421006544837646550007261652205715463484617204532071487164453336189813491875721937160484989338585675682251125725269391368019438290295770414439039316805381473897834143185488082239685698257799227593762753206961851530446717017051144719963911790308685910060270293068039337956895885257828165703372228968414356217077830134170929025342374662498867845668552848333842556813677465004713158233115707405774355160345726967818830619767806571096062847468662772232160340882234704742806833504601668217363279019128263105727990265851037339834321545856398089316295686206910167035681914057980919190078461411103594109920761022846628656023686005053333084915162129518520316380744899900310981318607756599105487607919222480912534130184823118576402880902792855243514155332886045127993530583928938201095459184411230707094913325371061707662507936658219996878502495040803975668163606888087730261259802161904534155357840803556066651939560851951012165414829541252783503162435639053022918163057897634070412928956071984669319755396157569359609577364049794477966193509810350331770604230645956014056702304031430606196228899908942318235631253321119076489595630398220164586536528749728211188912731198889773911051955082981709030540059325405472535832291725267033425979299981449780097349126058272324775205425232138207345369498945546047741671874023637029964437	424	44	4	0	4
83886974650998548538722996859861357032258057490459441560764800084275491405951485076893753472939459515842761103351361603409221053479649561888417358738474179947913092544190020505410852653342195945787416494050132708134147949331072649216316715468187749110488097140040051337296627195475290213852575017208507336171859449271798606820271842876197858801340931608079439604615728444858297647564459366359284859340499683652560333963476929243557112907432237782654378411675034172409739241501871527766677687427500472105107491705856969173733380127121964866140336511488804238542991589825583517409844266571441147581230500617902738478848468385108463636550982263249097801394105970376972124557456628151085937710695713405799434687947970167897744557778901478164793076956335505412280819760985166872429190629324993087270845086252130146331165267318325627621729830380450797678268333355413267809557119512347957550572761710068571149068902083607900423317099208384193287494416166390301654655261041542439961737133450980386044810071271376909428447666772476628827731495044554835153095388015050973645437593843448818065692848198891081900594776541723993216284462374798106975753398386193718242909837257494944783622035028052685422843409706258083638964634772460654929697819644535716824859063506911752889446435944961458297270450456802160038267406452357420020516326480825881100753325431519930193300212184506192714461025171397853053806808700428975007026759912535355294552974671830935408252	712	31	9	0	9
360291812686419779717283861116215223547727973954011133517908013109941279442890688167890716432961399608460652817234974083712726529529761869851480556980446419816705715927517572880309003189579556683980742810276298565896078623202422104984160322514003710817399467813743152623850078855670570644605655864297176221834214170130946031391430114982920380376985062202873882471831724317883327750523087030434011056815406269586092461039971469551583818645600936612596111349352696350182255554138384134551436586074024898715996951441246934254865009869525161703333763063279142474688331568303927551391927753377445776450094503591600053875494959453730784731791699057330937758493188349927440066477914690847347049352931198485297348720024497220704441947822364247523844364134672215749377117641501828458185977828700503865254353539735198188828049208703306192114003880431663413765275221673925929806537384549497945852106277613145547002700075299722190005371496937597599173131243217260039978319032327767677031704479520748377199914046641992966884736780835292993739437589085549079861215844693074287580112365166543617442004762595329700229112088195132530322467620532700364063570311029561197773936334897623118730982436870452726456088376017507435764985777648302914369793314535787248866686637571373048618205945927368319367244430779153538106516619215614501091053271269205930398120013691623187752427369642314815618083569377786573470713971670470708825981304021183171433845473155030200019531137384074	600	36	7	0	7
1547441552504730857213258309442750440434820743236817626479304346643537047687612605384024784381578987748725708752834478836953726703321905489679917369410881884593037364364954281986223691073603883947875497463923835064455358621299109728894447183218458439983372142027831459863372678292126205068238930753786985897926790994572193242367181718521162632291030993241869042429064897160596800632145905688675834175124567836825626576598831610497112286085651037018069319902244261593451351244538717316183683767005825975074919298475855648084907346284327796564930166529396695447710891878669759021581688979150883153866482869035276771707088906666619745611461478935510406721739790201706559058522709503467306105332937459232436849588012675881768472247827592860514560524152332506323430852640995005552110878260049754279989039174784512721094903918859378662203939770071088725001573297528662244445469673641469370653975315064757064064627647109044203958568643677545841256715331533953694434532792902128925537061094678316033518702884338378413031955475255902970688817190555519844206814271753769222855081588395514430270945632023185144821520125916361884120726764206886162220328150868513433669644559571394803083094588308979048842933555080945160047434656904588807119750736210647655496232172249252109631012527950791323028798243834600244730178644011549454729430118295055882949177718688593820551943297229045350815938956672540401924617722094942183333528255878415012533927734718500646976224796318283663924612	376	34	4	0	4
6646210860479285917012990136656861125957151111824544888844955789664638989582688564441739969772333337221561584767845033905920372456089478638578110609602088480845941749253514449665992675701535810414704630287283811436733817330431325319517076887922599023263762133807003241913122281524611185072675655901523732582008761523914883486959247104737470989587251670096224555147670133166366518557298791233163065327679155585299530601200420678896107571177667058861093090041101020547542401362302689478797813308096106404414089536793062654141562083481335003590116205767592629558390358681878614981894312357896668995373879873050764804790404945497528182269066574791810089937530971138230914545047587390700478327626097579016649531365785516545643550948303118382313127183046886236776848710610468777745654645892751077965388950494162309984398581643763268977046152594809085668996094861432481962523249903649904176344526110594427712342552574750773801820406063566136557738399889320128631174695558554184663957296637597327004315268692574205881644628969152240490057716426358557803147282357528495376893911169570467591109783908533630510761452697816576323599463168020479444731260154368419193747788651303464456346251227261648957929586259773674095173217660102189518906981367696654647335391831033576571324205434914934629729260123451841684349713620267231154349534886794676295759122331859398467498289130845157203055304734440922007504928573699793284428340119289712231148649711043324044917726789731289543407265781414730	504	44	6	0	6
28545258288078551899004162644111789309999700722616459187673040331175479267904132072030461667508200248977146512627826173021939140479043506802383589009711593598531642227364876974378876665513630162704012584583655054791002518491440567821262595747145020184239401546624254899782836672397110059002945325312393828007577268730677546464140408799630124566026002461584665637431391672545509124352975410446766876217493496819757222296307025157300899399906072223384901828538112179083918627024395898564279893554586349031894664602141992819216968102905955666839591692611416920603929512940378319189011703705574840682467989347385666584362613375508545991683968011177562344924514204025821673267150106606760528948710862417981285576709775006914005942596271680146851306082674982021589077662011731595646679310219826603330091762292190160298806178388749162622464600077330562312000508581566161741147255975811489470933556473621146144347358857715168829512229308456653648556443247999972145408563486746676175641338999051283500551729908058892314834528116563065749924905203651998134243183596862667031846542534834268671244422232778998359868215394573165916547607309804512273361001871880271972365439929668327611505568673288645909340052856538890600531361305228548001699458640338482558911921457634769251749273756145100776665041564502582665251575026013520588403580491594196957191853908999375288137670752932215027101365113737724866320334782856537878580146867914052782034643023490926812052071572558957216840978939956152664824139	1064	43	14	0	14
122600950803170327085261573524325022054491120373425259762374434563287692692774269712635549177729345881175901723136964432702066098859841635077391049643816320897736356987704742864020705191598572591052892978759232236472443931974372494719992822162056547060568124277362993994935041010055053628330280539892812474764793209391263493985003492546482001907487873258121635247862820677349702760765626548161040482290214751933537276422440694625656618553982605671252159773741791298744725742595002178490115496607309559900028845383088710706803718330256242152701917997759320510214905827168133678784254509976685953611610334813897821078997449452901372402794530575517792720451860094978375626210407178998950004338374415445185103892004982938213829407800640197761698836999974919980113054509144528771632383608393993832093508811723962734696370124022419627810871052249853836111332332693194013138473881936250914338707967643171909384008401557862567405873624511874023654149001360239897773440736733916703611081902826574637661694077911338029334200033912230843317425182305585551751627491259448803105118290677786124723072169112201097151271623989575483490753838622660920367316115041520550148894980258578007218430210773656842948739707961745914881403997028316487472865327281158408960793096005061983448769521574394286866400553466019267054792030349218420181016055060700678834521724536762076946981872629459559646240116840458848622291809752140091648286949712567688437656608124928090410493186053192012278195184979736423369402928149351071	440	33	6	0	6
526567074158121487948821461892475430198518091926260798179702927755812682354763663926053001685347232099122799924183308767170566806233322710396560987223303546886819013692372944705058303864773283238854157549958925113718085093023578574944301848540776881727825024951337692328890390782605262493204694005344852924575612126538356774784282714932919958045270033160225389779611668703529541312809277945301037812768539540371295367831294663916718139215302101910892153597587753176565962916934848529663800717191193514318776920377006603952527014919646287345711375836850082870555054459406962443734542160090371893224439473921301387819953477867624486783519447829520978000447609450299577141777219248644108286972376232140187301882523717588666385961426796937249468906316127034134802539499441084011492140132578674591667335560242241325043634172587756272236183242686229446878316183904659888212739642266362833934848187922049548510191590080255178670822775587482895266500375553289875651311181666318095997721875817588028460025976586072823591477799975122406450841304929327822903355589733858460322826308672513079368172022984685066840030389848035746516175655270790337474883021397104445001431870749158164468009683731242998791445250112289523477229885800300499633550268084911963481999693564329469365358386603589893100432698372852199306222010431332573838250356536644710439270202686913870220322668848366334835162631192989604466557979454095559639835183439074822026052466774854030664799449329303009143278773392638361071595703448100657730505929	824	36	10	0	10
2261588362659538523535046300571092241186165992487611771748680405706666144615746206371532604601199244269853855962318590664067662886555289986567308630993562582959690277279718002143441780872431657965423563190705069506732256438281387736272061461034982029453868455376379380004694304379949448085809582986643392512982208762663256037278531715454982053590126879912003577092284764661646099708396754660442034280700248543577585301991701026861615675579697630467340905884648144383470924314983938997619709955397521123206454591738839354352127865636384872037649005074435737583923760270651863250540098683121343685876571528423434338446112923682906987944000260207770783857857955950417221226562311990748137435628938772449808548899918600987662107958841610343519433145996653448990452562567847666108147230030474511518237360342698264328802114544252432879273279815200586663894537301418035801876732654096767692620051961850065008142838402088934007725820570560186222129012317373097921130288224775951007043203947140313843836928812747644506399774415203180349303182836357426590632792026565715430979452598036844850018551182021382670937504588043443941125920374379414523527425798326231820377380558039733335921490829836991933238224873806823831018126560186105432898558385796729434194334968540816743093248145781743107062494482960432610261897424117944258334790475185228856908055314647586399765074177271171391144409051815199815651842047443180361911909651700987169098915804778124656879094773268165558744771309932376727957543060843706758268612550017082988	856	40	12	0	12
9713448054636905541035150170798627298893927185361674244805199073666142860315036443001799362159849876518937710057652955234981534428907928588102869872855883280341156627205560663308540349727092318956552102691867684712821893230704002772783976933647226128452073756527584808008918363789352437661801960611031375657749842065483310540985850560777925680436514337712574721446377838140826503773519197859134122139318451473737359710704639573780256844335747164425922386857577728594093702899747220760035676103437971903640909127627346799940144450918555253070847357521639538576590605719793861262533978180618838330415971807183384923629450465541029387429347397007865681733784633420450562723282136506411904858939597218858313518986367168304082053181646030469391290902514019888859597972468299507044419952133877110332404770237256397688168472823210143984913853052943443401440781702642558193617702172680897659112503729966668865447464633584869646684610685320060223713899395898628201460175280466606502548826612025760682455660407831241056021093815075184795447026670863666973488621699269310970899294156550482433855702320083981744377711865496544354345177425859661674177716362877857207435395874926884546343785137713781364273991210094035375856283959188298507907230752543503823625252798351996752714734664545226998706840432495487323086763431493212236298900509932857482695561255370373352325375674393787648576060890792652643929890515926140072641095986962490662195465170579565937506933477271306112722359587158638018129136322835458694177868485618535676499347905	680	43	8	0	8
41718941726060330453387155970028918450442234234133720813243827912165578407516977779740896329630215143918475789358749717251997685536057590281005280787659696810258467436661546918254247959574264035091192125981605271000809183298677474965400499802833198222818351887665843272264743248809099352775318129253059935279926060620415909207346295757284451116193376084710607876568502632474031276117285545633134269466042304809064962850864448084853582236902196914934071266187556554089596512713954679831245492657514802490704568030867344580993175174211071971508292971563461430486987042747345173984144706374535491670647840987910656121567947371950696165183960580771511357807349578848183784481293474076046825674209063294409011021761122057714160201715702448314255123453520039604145528027459254779488705313704887602560662177203410388837453596913952358150656116239741845946815156693524984219364866758332600089811159904884857947158285007363638372933477719941805953601641566018764656534752276031702548548150941825122440669702421717202622703101821895790477601429251799205725768929226477637716466476111868226226432724647872025565563304333618808802925972539384711576217899470524465148492913315624275517714353539331547168051055030745347023969807600803140797347153484099817739721412928654308749207984601539280672342113949058613720240234708752083000890801770919346044006321516180457915547374072435262576202922494459070622766812682763338763508571609600739772834906467146297067467859058127819073347423954798411851766895611303993080652810752720657061973935018533349991	392	39	5	0	5
179181490337158910220250687317725360918900392772775937783676764556603119797209180128745841089488209816573786805463614847046577050045059579029485130986295518177335634947542295434671580399446194113985666558743706536529692631804289155028253878195223034510090142306144662630638696107471872667384758201137793329955159035662799799963657623224280271313361246295660586454141723510165871900204887278787827301333503081707397539783917729853535968655941460100193930084408866001965272075942083552701350189911434205333475463690382363489728510572435656718730362105651724832498986702175601513085331536410152663916712880176084599412036534204377387753897724518166807730275120709592322703344667794934844933235341077516280721986167563562146542582473705105176856085833311146180429828902588889250435680923743912848353889907192804359723506658662991904359147060192065723824241253355805302181088192618436052876385594607306935528650530242073945991319938390694703593897143937964819122137433713017727105214160576410499433872072239327385425115249442800436821366359159335337750953495480660031267559635580839269104058043106783465797370295930587857139043961165651408182248489595718293780668846378369189172276617121210844787860697415347539972121251736861713058689387772901173191664108679481837367334959765682801747074271134712155915528701337454281460703532473317475112714127729256201581580301579787787841964259973324449535337813506626562897038393278909256941732392483612244352275160185796345907832211131706161176077616465996578195614112513412365104809496109029892098152810128	504	38	6	0	6
769578641046637532950976858951152386256473695240627411916622426405702340380583580723936456975364870539770573100342539886005090618687686218303166057304415474763030080515088834468684542316256020231236134082565082420216459186531591393373824362833650436646716543216877345843546527373674194346293822322754612341764345204650622824639251480289373838428893520673663365536719306225236743346705366561760152782123332925048488274642785556475499855336949647220821812970246598970887115293913277248951791520712999048363025890568627720923568384827401384671229575886011854921574225838983100547829615006199038933889561088178250075803957743164986260444901623334343797074251632530151339503543657995229593439077093399337826608485857849875420663951195946206682837184752640280237221430359494849063587203318971175562754164585777569891538680701395785314735296461979465762507684235177234024611171256987931453771402859523897250729534498402766561246389435260768622656201898401363550928135707414778987385147570751775604139507064915660605438057053387710098802282706623935328737459455906318634788506060549382625034472516029393221353239983823716732466913937912766836679104070559006333416892892201143709308965380401114246284393753202669412654313527956404255261607049106872813898229286595364237718694390871083456613335658206625520030848710793717598768900781124572548234401092394322128198070871283005683401422912986270343151478305323108166927666914389301465116401603300950805438182516191156589390442777066045110932958260279086399398069303881170469487168398098522636847975141513829544653	584	30	6	0	6
3305315094995431414790567980448004360483914389342765584703014000192658379845266672603883087091303196635588478809148535207967432296780018745522014829379726380503527545676553378577757645389047696056273553538087992786374221447071948705375646740818566513693767458898658835641313867724299436076480065683065816641035837592828852137856728105762449252370085692759684043493502907369201022531645138730451820395183128351603276353830230047403432903924929795212166976950637763635187416295138953644428794862072437514798318535593530904965741128453231551828046740538371140756457944814950578749607880231895709487686370949519756294087519414259583520900190882158317082054371245391609737098312887197720027832212284572893433339165355543719809425912992729045478042353005299853271141165304371899808563262699083855408703532583716049414512900731481239479025165201066312873522206738780992899443439665018377060637911141696020822347662811943646616475623622524910466131351805206971133042773309596300457887205372512722353709825065373711298592014798082340882684732995096164807746397333243592576172001406757394167513690328957079660436254594162432395113376765381908064410125229631408640282426905938765685278137068418985049751160685192160387249805155903137990103838200317084744524389058236500586209762056609944398240911569468090619051488123982779288972078716798893196646135233980287876699833802450734970791241451141084820850296895416252290024838194883281604959829719379549355061852856720008035846852302458082583517747776431731918173101745711113036648354161477863311177737756622869826003822873039	632	38	8	0	8
14196220235980511195936500165288946156743807036290989120493763003457605440735765899232417021664666995570109746199681984324524680347764346618284000140212944769691102821315942954989776079959925051145843088075793019387761195532635814648577942146664731445915467394998763877340882248347136022459724436904699583488781494025167284057314330747813748683789168539120346954097636575631635789423174995924673527900977332201106461106150962389754274040487883509532234547294175001155708027818359289678481686533293949909062294146164827185993142147108764580616789766171701482659199573779585507585838418419876968332329877933111820188996054046009987276846852319027361761821672992799754533632411787289544605303561537570022624284871277996488879671648838712736117488592260650184473149925581607195499167874039621848141974386206730814385652856411806401199957162499577078119081662272815179409517789963003124714436437251338431405318237719333360412743858239949539397362271643634503527634776333857793429215372331777639853111842929661152045598394404511697606254700892430156224296904008102843716207134912889001355652445595142138929240498574657399648822903419441560086720149392531390244424851764517466796876627372664855214194168080941280338824608526976159011271156714437375807792766079506009451255756629081411818823115120093481324390536032638430313321211545788892088592047714738644339091066590161231350711897275890541187514044077703135892541787074715369030460860038464021891208550076776608342819426303599765107075915335351008165192820064709738756163930575772925949466654907959633308351629610680166918010	232	43	3	0	3
60972301640349698079909116302614618133519541071404483412012515471825150290431780714715262611083468224704198235058494408274218152838501775440337976242274012261677538639725306675082688277790959085282523389633178587535528277470532124593959994426905057036829725242074004813605244700437899271728037933677700179789138099728112885955307240153987274096037524234553986776022562283231306258555679311981406081811641168241079945465214367902920612480117239557698651638429846921264528183204511377546869198595421130014084727384510176589332254802111364828712267554214944988695973282920458867516735919853735575330984485206387343222770591200661374643433328710764277296185026888081389198778940712013502562512024956186722481283617526564644141017410980667580363291517412571250008545920477836683787204414214023245976858353627582342861825349897692401437271169536641164352692933015058225416251499021295470594313837065254695113781151476890409894515932765443392401934505373678359228387996586194000293203715105448224713181609213183476397528604717487136068305425379249534947526043308853032765708749612718069700626918573554743172576399496888145896096255082268071155681965545156587753218184658250413113350989512373957513539026901569879951619492703365336725105313476599340134531512256856446428610380853639866283353156649644614751044119392091646788489636732260898040575979620474014623771665370500724018397505118061363676113822854437451455110745799298018494400621673236276095368792495333821930210192407443158208172994554597452750132127711940931690427800237759166875189031472204515147522532846176529228676429032027	200	44	2	0	2
261874041507149107256683649171990224174994990278611057042368247494183029927689399888745558866655063151359710693477154130536638766410894695154187607147391855334608022555396518593050644248874732395762512878829567469992567189819149078848455455195899482470198337435373533886181101842458094251014140331393139276687668314359831336974222314093393346242669129776216806349433381964601549583856762840023920081476499249682672209494559215772356133486392994146113213810353009317117435511733672846223711915157062888757857923489546825430366856853007263689243830939355095680888294937033126205297577508440271399478322739444829449450126931717425977663949807969150414152189996049190218795003193491620947816401342793557805926541109377167557815547792328558545907788866201208058056544448966525249695136382316067386054370201654869126138598924674345810040783068643545274582177156829993753698596175207440053755507613755541533424141044494466410272980740978514209305603587713884812108866240136662876370724367443601316564373991679275323174973252486118568714073824143245149622833432119803402999135509847676775032441125970672592391894919900565440393810029646415155118654966593446355599026221859674460900332040924885134842743597761906845450851783397064750374355063537822227172993085424621589177657584492487788248814877028588550378253674642153023991346418999980865223864313473098384826925046937756332803338986810066175910071205533346222477288265266154369191053829208618604310435540826468997792940370795835871483056971522382146006722748201681610294157398270396646053143403991033125582145893997413991679953368058625049344027	584	30	8	0	8
1124740443944551965863052550611635492063312064210472418300962109376350063777615217368028213797526321147904655360505857513806178431500576013787125450146543870358904593854658395669408449920647460440551721797351803041443537443355869448202641520179181550512827153918501841585095618746602859058591347556888135312146630616670922768380240434064564311776268392137630981876381523668639885133587205946330816607659219669955615517667192521677676974189068370861075698828921721232202678514285149136494079775325111810630285844402073813084046775465979676795750560854283095280366078983759656320393677346776129630123547626848671681685980354775169687367490903412981205688511599809641197007623244262072020899966379708816055940009043174493589929966968376158641495267812007108365044527727081566946198844732307262158435726493984587975925381144737082704319791706054550035825790953063086204019749613626641046760387180959050624826376682995014085092970714940565567638866278771402673118685293025449624589552330000554779106529372975463634016341005102629946605275849624893136940696325809991569830795331068057690343083975089455039446727096441468138399251438168143534873390081026824625228204112333742110773356831313315246706133855300768695809934785033668885252258754986948524769887836332883998693586859281591808208033007596049480914647962179871741070336256611630840762280945108449738622065696840928397007232947951009589129538864797016262985093202082705751363086172226586466850485279365757156678575072246228561003388710793434649113171199665465328418022965447800559746338398139603151627977576219575802838215814616845597658982587895829	264	39	3	0	3
4830723423230371930754319119606359235484792877226231097312664145106598479772371575467612374265671515029443673699523748038233404846035550184377748914228684330620759012989920386651937320075234637737623397316116333469633325949764911769675911309981308819499164654580723658923758483549543790756747185585404040696092530055193925684334915556924148071567820413149628598075427358975458247449953640703507588526870011595339282419930702092741393657394284773556319485850564291636339326262456584359724712732636382994200422848838651701773997799960637872438398730642803715754824260143000639020290542049579527794837213496813456413882607765457831240093917763736249060294806484099048766642034896795018982961984088348882963142045378378701990110843059535867591329963791332006547394276171580543558358629638241565593779815809664546084634347352980812733500743303036337595867400496738626271093608328635059250167069690516756348837653531640544826533670340155467696752606605840393541091731660060483033307604680632982438119047756993002518537497746499564744259885995197529890655140210821274502458966200606800530264840692790888068886082813453143632650786717813142631315045898661001864082593199286132603069576858628877713941016631115197792164242133612398121051228062798620820722114182637937343750662285549790871075006132113552099326189164915593997371674257870018234298980369604762800641520271895237979423769786903256395493766531864150527901110638457140289295562531343012376839022396605350610212427919178388928850695458033404029454305705412259726177308053575241399241017475758622778660692848484425388183080902769350612626904375646031545404671	440	41	6	0	6
20747799118795614116506177229456825310034748113020405756296085989864638904425653440993391054675971172530233055613549828599556631428450603295269201696711708265123811339488947238313745724765017028609499920237133825983505344065948434939083523595366239751025279290743344707091001244247844577020096253429352969735970491576954985752072881827910842320045256120478863183280289048023245239411026283537699525210731517045123004017710104074643044743970281679735157805855708375723483731455924942444882740749668056819821373805133160639854065734006889749421942322718755016914250151541584027899249358521056882429948829612583595510347240735837023643290500763760644483676925967854158477436675620625341747520902870730826964826658302684470550456186355695132243748487628635136399116290174530519213053781735623835173123129927412986164189369999356758805886056078232087473865749886026554494313477926120799798489846856922309858258089531775041257584107153812929313136890774838052854758619615967564010019040811415184150663653870947101117964186570889329054830814074061803940346283219771919289099931413575583632682948994186847222662320833328920730625766741678628240481507607487933196829774833805950076503181820369445182559909703631870525916825024490512270046873670357510658906159518407711900306204494776965170906503700427161624998126099622026819125250894316798935237786173598448674592697387511075059762212159782375334548569026215868432156405714251097440208419950041213116646829050031522289476021525628511639382207859109210782060863731131865721389453187423077685045449280147757624348322464941690207598437337916516712390118943119004359697403262689862	728	35	9	0	9
89111118679204781538629964982496952550584303769020354503941835419272411561357451192496480331972244063056124545118345728301501212085121105104651052803404497738999667093978981742027056075125565422760898512333098347374510488204476195285747486054542336873148757023008741046610549639939800576792266543251198851456471016144065131069298991659349767768407140277400553231447295462686811751058048189590842643854819373945269858553341501809348220049217053010370448717549384768645642965791244093231453654074670826897002565054838001873287646540193826512444877180875330603482631237234147383863227577796918237392347234139522892783033828564258991733911470607814990029275202861746757958191675701546345874425766906181417432965439718996670021284438278592016333294854814448503950703669600454712173965648843626490226658341219397629460893830498080820107840623158428833198064650454999778940638205664706739279877282438529712053996890066413755030374452194986173101882689049053536707507709224684766819818396622317519404917930071581603847661219421212053925880937261151969806551221344073973925835774697150182126486142666868602934683098030607181349014093770434188435010098466935877795016613790240390788789863958428513696759561737811936332119083896341149262138042801228992907973366264520232606005160690955268223174484067037640409473167659160643149377859918885403690253913599046315693710181399784706219479946762878828539083162891195721552350557299615984637804479109260964188164363951988136002394557428766483336301928399148236001321993206723900336831149119305077172937592931861361044310698299386665988598739067056740057952998854246207960981767469376655395481507	296	34	4	0	4
382729340437159251995240260245449623624423370378871960552756486211989455771082550237688583620928011430556216733786171352676249333609955114623854929282591435248309513923527085093387314589822422584266473138045710060325170010847219019562794827518475409117588811956872862317325122352126018886084721388978868579798304981910647762436592678822684025190503569504319744021373252759889044761302810371884676776438624583082128536381147621790675432187198753085039426086719748846253562750965840143582268402790408343487903177338641664623757177890940034372048484494596221595145844867948680508136520583643059559186095691305305525546444717345163003971084100419830624194303078874967934864460982437579412158963191641768288117510835891350127674320286320283247078199237353124472744399057121142375516275524410795993562761202902921579354465112917424513128034669645712065329126764197895570237270618698037386637871518966840243596213628920954345860013758811381028644781025494222279911881128787898589400505938152010609571967891221457927520932703501585820292647033526475521605116942221654881416221381791084336633701718151390872333673530165419850916756694587092171048669794345229332458648948005745082416112109117739569881470378839195193144885659712265490139937424868726753146761545745144084173105018374877640017442438369599737159695303685619837136904351098082021621398272843913582693776782014302814653634169474385635386153642441926430402467995529224727378208643016591051917593133446430358310284801844945895550345752056075307881767773588413319248253169741514508704523097891305302091362856058788547279507093159846249525281274784112933924431535333249416429455020571350900	552	43	9	0	9
1643810000397249330463379665416735066282407362635350199945491190932369635633638015787149493284447070264553125961099544216796572963796550837337388262717122956521191001587205475446307622024550959446916306277168818062194792322228770941571388002549812717940264165730262706082822174701579847186412227850935935385315686173540103733840742829216459671134853000792316231298889645612865187838475696900134284638334595935559376945825375226539127938994684394352223441913070581211992784138882075829849787075478958977766078718283954266622037223686841702325064137430653860476320356058129021388799017809977773344084457372082798783510072590069439045844924340968752400773798073280095753291518112237433936625651661369175345074614445078971807646630168774972727657553279003811213854437317508542413002154493069618461679885889925668446180096451553285432433631566882497227221214928468265146192348267609756674994965569012422554702410965644978684577832088204913350624173705579026929176087209983588562039705250216684244756626651158247292142344316956175782294252158267627915438518693097529298681428998688637130219603610879233373586039011601347729796665621640621098391674791015805716529808504029479549090026172130274866086021873507073797517687298123565050220441703297638497925605927285801792331357256693578531876576142359926431711087258654525465991850462646363971189470475655493750319962861475551593178108325440607813675710225519351597816620158484694416323921944820797353392300595186582156884235044369883084278166926573368205465323622228967770702054669168141588395434032719762835233803870841652263944832736121564942099338600398954511576042379647374704975594404456959351180433638	936	34	16	0	16
7060110192543932882698112188596299320779331922668441482272945647710619332829911515308138770719671792229269744057491110611647214764383977843965498306424299197469345282786531609074022240550975679909927783509559585048100727005484465024324238320278210234478307073412202280114181507726884003198318134194270205471100030751154126081293478923831207592427108844170460301518702629020285858623150048676885330530002277448602047448456350324914145762342052591584366787901193821245221050864486037689796896081745612345630899233191180816701314268629621657015117631367107798641942911688739621813376282210776078999743299475001724179324345860934255070969394732055144519244947818445822708135554646251436144767710480268674689584983721423372051148279299495468248581106020698932622862870383181157864473178725273469944112939118242601847282650385547009333655665270273562265725799075158178176752794734826161009621078083554385890179626109796962996878888385419490187444607252485053404314602792123397570680201103160155744788170946006672640431926618098233250181028868536877912305091285538549276238553471913723361104490806809817145103787797007953089000523574793977482719841426080520171585374133949298883242488969083597201330243469453530784996992926995314057625394706337892702621041298676272743201363012791196887617588039889724285165097096523479838834157939588602869571461912497909820356630025972072396260671960912735350099236968178399727747728585946099434665053295462041213463285714527705381834930773545756774318338716461449787039773419529675199003351764081267647255882286256775310205424138943104468247416549832319306656792871943922179810755437695490370127826445303237052921341471244039693	856	38	14	0	14
30322942383132454774407396090960089729374243840589757217652065302502647306409809088822259382870632731478420484689214663887743344102517530426220406178435751752849883952100025010243182366343085566104504055895326521144923209402379789915528448085704886578496820501750879920427040721494938093722335788568129843085574905220801285774616129355920311633661329749544487244289126923991348283357709047568030565768510128447264114709760270329025230057036104246366900178904195941605494409753720059726301061553407947615978560693627599323354715383982383753733259204314711765273698019602152807147859347437349838083009863640266374893810504849305589535935709391091528578710693493451354079256360340470767234809638029550411085030456896205757529722298838006825427862248762410614677303530188450061471325502894212522066404021243291051928028169874126196158657834460947950904711968731271421296094160862679353781552871721128442835685341707085661271716975688210953596067497960987719100344684287400278962477312212775991174131716660756040788433092139003793524907305069997774003295123045682666888729057056216696369534986453980818729960855113873045169159426080617143226042124055321835599627490377236562025655812559854805069750523397020489713291292079788189422750129682812773083314425859279959523226060482562220309014527985727109251241069990232901203908059118231793019141182449088136346788961018321681551283938763104388638579333132880419524291798014922822290650492618106492221228967040600486700904220142803007305267717480252543680081991488130042681221687621112952031186878563098560215752551718569593695834124518018965705920320481245061708256226073956296746381949922141335945232582879441674919123873005	760	44	12	0	12
130236045854046195292278823991191826628887867840062444602395574381105217134452621210095163206258510180526965711476645705321489878161987264447301585424217894215664926371664837939776533270407443622148491038369783407558897660814580902258545287085736292962033180895002339997457222252881003342082015116630488343934155947281641181316726302537783282448703744014165443611310962906935918663967101428787999615104128108325758633352812893063282522653846282429392563085290070686371524223803051070863629770421970092357109085216281614696800231581592420462406066190022669123516961483171213237894650933651318963477422697580363588897391591149016915366843688593298188988211790399853555937322259662313370517535748122516897193561687533141395077063021471178117037449565627570064162276255624741730948532676701396129948883611562824327440318735376104449078316226263953238293951518000585366966162353441770971426183512137129894194674044378517726632558180348893138444083497950988937393614961341829263005116867095854275466880364254285521820762185821175979209413436707135430136951549717502968281153371061368744396314697547650625456486128074279084897470522826380089652798858335982178655088620952785736755667227896882430283033496869085827160490516004274096177764925367439713683904542350624124260459682187522714512364411687574689014699443020097350093984141303640148364652480625602730631047502187510479070491063797600040636772199707210624135593150035131241702363672361056801535456810367240994582066559141723366146573935102252200926763640040068905510931301658608168095964415492831788551343913659805000823615336245683220414673330048786521398462384176024771858981681240306784174523190580811504517100479532552513694	696	30	10	0	10
